Strategy,Green Length,Yellow Length,Neighbors Asked,Weights,Total Traffic Input,Total Traffic Output,Total Waiting Time,Average Total Waiting Time,Total Accidents,Priority Vehicles Count,Priority Average Waiting Time
priority-score?,,1,,"(60, 30, 10)",9997.0,9931.0,8669.0,0.8671601480444133,29.0,171.0,0.5672514619883041
priority-score?,,1,,"(60, 40, 0)",10063.0,9995.0,9020.0,0.8963529762496274,29.0,207.0,0.8164251207729468
priority-score?,,1,,"(80, 0, 20)",9983.0,9948.0,8305.0,0.8319142542321948,11.0,221.0,0.42081447963800905
priority-score?,,1,,"(80, 10, 10)",10091.0,10018.0,8564.0,0.8486770389455951,32.0,188.0,0.4946808510638298
priority-score?,,1,,"(80, 20, 0)",9936.0,9891.0,8504.0,0.855877616747182,20.0,201.0,0.8258706467661692
priority-score?,,1,,"(100, 0, 0)",9951.0,9929.0,8050.0,0.8089639232237966,7.0,225.0,0.8177777777777778
priority-score?,,2,,"(0, 0, 100)",5028.0,4998.0,268885.0,53.47752585521082,0.0,91.0,0.0
priority-score?,,2,,"(0, 20, 80)",10025.0,9940.0,59098.0,5.895062344139651,35.0,214.0,2.5794392523364484
priority-score?,,2,,"(0, 40, 60)",9953.0,9871.0,60536.0,6.082186275494825,33.0,192.0,4.010416666666667
priority-score?,,2,,"(0, 50, 50)",10031.0,9942.0,59578.0,5.939387897517695,38.0,198.0,4.277777777777778
priority-score?,,2,,"(0, 60, 40)",10048.0,9974.0,61962.0,6.166600318471337,27.0,228.0,4.754385964912281
priority-score?,,2,,"(0, 80, 20)",10048.0,9974.0,61962.0,6.166600318471337,27.0,228.0,4.754385964912281
priority-score?,,2,,"(0, 100, 0)",9882.0,9801.0,59075.0,5.978040882412467,34.0,230.0,6.004347826086956
priority-score?,,2,,"(10, 10, 80)",10004.0,9971.0,28174.0,2.8162734906037583,11.0,192.0,1.1822916666666667
priority-score?,,2,,"(10, 30, 60)",9918.0,9874.0,34473.0,3.475801572897762,16.0,212.0,2.240566037735849
priority-score?,,2,,"(10, 40, 50)",9890.0,9847.0,33190.0,3.3559150657229524,17.0,174.0,2.281609195402299
priority-score?,,2,,"(10, 50, 40)",9992.0,9946.0,37843.0,3.787329863891113,14.0,204.0,2.75
priority-score?,,2,,"(10, 60, 30)",10029.0,9976.0,36423.0,3.631767873167813,19.0,216.0,3.4675925925925926
priority-score?,,2,,"(10, 80, 10)",10085.0,10045.0,35827.0,3.552503718393654,15.0,197.0,3.116751269035533
priority-score?,,2,,"(20, 0, 80)",9983.0,9954.0,17333.0,1.7362516277672042,9.0,200.0,0.975
priority-score?,,2,,"(20, 20, 60)",10019.0,9988.0,28086.0,2.8032737798183454,8.0,210.0,1.661904761904762
priority-score?,,2,,"(20, 30, 50)",9976.0,9937.0,32811.0,3.2889935846030474,15.0,188.0,2.015957446808511
priority-score?,,2,,"(20, 40, 40)",9962.0,9926.0,33973.0,3.410258984139731,13.0,178.0,2.50561797752809
priority-score?,,2,,"(20, 50, 30)",9945.0,9895.0,34879.0,3.50718954248366,18.0,215.0,3.055813953488372
priority-score?,,2,,"(20, 60, 20)",10103.0,10049.0,39509.0,3.910620607740275,20.0,196.0,3.25
priority-score?,,2,,"(20, 80, 0)",10113.0,10068.0,35546.0,3.5148818352615447,17.0,196.0,3.3979591836734695
priority-score?,,2,,"(25, 25, 50)",10003.0,9959.0,30190.0,3.0180945716285112,17.0,231.0,2.0086580086580086
priority-score?,,2,,"(25, 50, 25)",10037.0,10001.0,34214.0,3.4087874863006875,13.0,196.0,2.4642857142857144
priority-score?,,2,,"(30, 10, 60)",9994.0,9956.0,24607.0,2.4621773063838304,14.0,212.0,1.1415094339622642
priority-score?,,2,,"(30, 20, 50)",9987.0,9950.0,27561.0,2.7596875938720338,13.0,195.0,1.646153846153846
priority-score?,,2,,"(30, 30, 40)",10019.0,9981.0,28727.0,2.867252220780517,13.0,170.0,2.1470588235294117
priority-score?,,2,,"(30, 40, 30)",10089.0,10043.0,35056.0,3.4746753890375657,18.0,192.0,3.1197916666666665
priority-score?,,2,,"(30, 50, 20)",9904.0,9872.0,31139.0,3.144083198707593,12.0,190.0,2.794736842105263
priority-score?,,2,,"(30, 60, 10)",10041.0,9988.0,35284.0,3.513992630216114,18.0,199.0,2.9899497487437188
priority-score?,,2,,"(33, 33, 34)",10019.0,9981.0,28727.0,2.867252220780517,13.0,170.0,2.1470588235294117
priority-score?,,2,,"(33, 34, 33)",9968.0,9911.0,33823.0,3.393158105939005,22.0,189.0,2.9365079365079363
priority-score?,,2,,"(34, 33, 33)",10074.0,10042.0,27510.0,2.7307921381774864,9.0,193.0,1.7927461139896372
priority-score?,,2,,"(40, 0, 60)",10000.0,9975.0,16933.0,1.6933,7.0,193.0,0.8963730569948186
priority-score?,,2,,"(40, 10, 50)",9996.0,9972.0,24027.0,2.4036614645858343,7.0,226.0,1.3097345132743363
