Strategy,Green Length,Yellow Length,Neighbors Asked,Weights,Total Traffic Input,Total Traffic Output,Total Waiting Time,Average Total Waiting Time,Total Accidents,Priority Vehicles Count,Priority Average Waiting Time
multi-agent?,,1,1,"(80, 0, 20)",9937.0,9911.0,10410.0,1.047599879239207,8.0,208.0,0.41346153846153844
multi-agent?,,1,1,"(80, 10, 10)",10041.0,9971.0,11107.0,1.106164724629021,31.0,212.0,0.8584905660377359
multi-agent?,,1,1,"(80, 20, 0)",9988.0,9929.0,10921.0,1.093412094513416,27.0,209.0,1.0287081339712918
multi-agent?,,1,1,"(100, 0, 0)",9925.0,9895.0,10591.0,1.067103274559194,8.0,170.0,1.0470588235294118
multi-agent?,,1,2,"(0, 0, 100)",1751.0,1670.0,802430.0,458.269560251285,0.0,36.0,0.3333333333333333
multi-agent?,,1,2,"(0, 20, 80)",10029.0,9917.0,37313.0,3.720510519493469,52.0,178.0,0.9382022471910112
multi-agent?,,1,2,"(0, 40, 60)",9984.0,9867.0,36630.0,3.6688701923076925,52.0,216.0,1.5509259259259258
multi-agent?,,1,2,"(0, 50, 50)",10064.0,9957.0,37333.0,3.7095588235294117,47.0,170.0,1.7352941176470589
multi-agent?,,1,2,"(0, 60, 40)",9940.0,9833.0,36889.0,3.7111670020120724,49.0,200.0,2.325
multi-agent?,,1,2,"(0, 80, 20)",9971.0,9869.0,36857.0,3.6964196168889782,44.0,175.0,2.2914285714285714
multi-agent?,,1,2,"(0, 100, 0)",10048.0,9924.0,37189.0,3.7011345541401273,55.0,208.0,3.7451923076923075
multi-agent?,,1,2,"(10, 10, 80)",10148.0,10062.0,12507.0,1.232459597950335,40.0,198.0,0.3333333333333333
multi-agent?,,1,2,"(10, 30, 60)",9955.0,9894.0,13546.0,1.3607232546459065,28.0,195.0,0.5282051282051282
multi-agent?,,1,2,"(10, 40, 50)",10020.0,9954.0,14130.0,1.410179640718563,29.0,205.0,0.8195121951219512
multi-agent?,,1,2,"(10, 50, 40)",10060.0,9998.0,14560.0,1.4473161033797217,27.0,189.0,1.0317460317460319
multi-agent?,,1,2,"(10, 60, 30)",10138.0,10058.0,15192.0,1.4985204182284475,36.0,233.0,1.094420600858369
multi-agent?,,1,2,"(10, 80, 10)",9915.0,9839.0,15104.0,1.5233484619263742,32.0,205.0,1.1268292682926828
multi-agent?,,1,2,"(20, 0, 80)",9974.0,9940.0,11277.0,1.1306396631241227,13.0,213.0,0.3004694835680751
multi-agent?,,1,2,"(20, 20, 60)",10032.0,9978.0,12063.0,1.2024521531100478,24.0,225.0,0.4577777777777778
multi-agent?,,1,2,"(20, 30, 50)",9949.0,9889.0,13153.0,1.3220424163232485,24.0,209.0,0.7655502392344498
multi-agent?,,1,2,"(20, 40, 40)",9984.0,9928.0,13271.0,1.3292267628205128,22.0,212.0,0.5518867924528302
multi-agent?,,1,2,"(20, 50, 30)",10045.0,9981.0,14061.0,1.3998008959681434,29.0,198.0,1.005050505050505
multi-agent?,,1,2,"(20, 60, 20)",10035.0,9967.0,13914.0,1.3865470852017938,28.0,224.0,1.0758928571428572
multi-agent?,,1,2,"(20, 80, 0)",10027.0,9951.0,14805.0,1.4765134137827864,33.0,213.0,1.6009389671361502
multi-agent?,,1,2,"(25, 25, 50)",10017.0,9961.0,12113.0,1.2092442847159828,22.0,230.0,0.5217391304347826
multi-agent?,,1,2,"(25, 50, 25)",10085.0,9999.0,13681.0,1.3565691621219633,40.0,203.0,1.083743842364532
multi-agent?,,1,2,"(30, 10, 60)",9948.0,9874.0,10818.0,1.0874547647768396,34.0,216.0,0.2962962962962963
multi-agent?,,1,2,"(30, 20, 50)",10041.0,9981.0,12047.0,1.1997808983169007,26.0,191.0,0.6387434554973822
multi-agent?,,1,2,"(30, 30, 40)",10057.0,9989.0,12596.0,1.252460972456995,29.0,206.0,0.5728155339805825
multi-agent?,,1,2,"(30, 40, 30)",9944.0,9876.0,12875.0,1.294750603378922,30.0,218.0,0.7431192660550459
